titulo;autor;texto
POEMA - D;Raul de Leoni;"ignificaste a Espécie, na nobreza Das grandes sensações de Harmonia e Beleza; Disseste a Glória de viver, e, agora, O teu eco a cantar pelos tempos em fora, Dirá aos homens que o melhor destino, Que o sentido da Vida e o seu arcano, a imensa aspiração de ser divino, osupremo prazer de ser humano"
POEMA - LUZ MEDITERRÂNE;Raul de Leoni;"PÓRTICO Alma de origem ática pagã Nascida sob aquele firmamento Que azulou as divinas epopéias Sou irmão de Epicuro e de Renan Tenhooprazersutildopensamento E a serena elegância das idéias..ánomeu ser crepúsculos e auroras Todas as seleções do gênio ariano E a minha sombra amável e macia Passa na fuga universal das horas Colhendo as flores do destino humano Nos jardins atenienses da Ironia ..Meu pensamento livre que se achega De ideologias claras e espontâneas uma suavíssima cidade grega Cuja memória uma visão esplêndida na história Das civilizações mediterrâneas.Cidade da Ironia eda Beleza Fica na dobra azul de um golfo pensativo Entre cintas de praias cristalinas Rasgando iluminuras de colinas Com a graça ornamental de um cromo vivo: 7

 Banham-na antigas águas delirantes Azuis caleidoscópicas amenas Onde se espelha em refrações distantes O vulto panorâmico de Atenas ..Entre os deuses e Sócrates assoma E envolve na amplitude dos eu gênio Toda a grandeza grega a que remonto; Da Héladedosheróis ao fim de Roma Das cidades ilustres do Tirreno Ao mistério das ilhas do Helesponto ..Cidade de virtudes indulgentes Filha da Natureza e da Razão Já eivada da luxúria oriental-Ela sorri ao Bem não crê no Mal Confia na verdade da Ilusão E vive na volúpia enasabedoria Brincando com as idéias e com as formas ...opassado pensara muito e até Tentara penetrar omundodas essências Sofrera muito nessa luta inútil Mas por fim foi perdendo a íntimaéopensamento e agora pensa ainda Numa serenidade indiferente Mas se conforta muito mais talvezaalegria das belas aparências Que na contemplação das idéias eternas."
POEMA - LUZ MEDITERRÂNE - C;Raul de Leoni;"idade amável em que a vida passa, Desmanchando um colar de reticências: Tem a alma irônica das decadências Eascristalizações de um fim de raça ..Conserva na memória dos sentidos A expressão das origens seculares, E entre os seus habitantes há milhares Descendentes dos deuses esquecidos; Que os demais todos têm, inda bem vivo, anobre geometria do seu crânio O mais puro perfil dólico-louro . .Os deuses da cidade já morreram..Mas, amando-os ainda, alegrem ente, Ela os tem no desejo e na lembrança; E foi a elaégrande o seu destino )Que Juliano, o Apóstata, expirando, Mandou a-sua última esperança Pela boca de Amniano Marcelino ..Cidade de harmonias deliciosas Em que, sorrindo ronda dos destinos, Os homens são humanos e divinos E as mulheres são frescas como as rosas ..Jardins de perspectivas encantadas-.Hermas de faunos nas encruzilhadas -Abrem ao ouro do sol leques de esguias Alamedas: efebos, poetas, sábios Cruzam-nas, dialogando, suavemente, Sobre a mais meiga das filosofia s, Fímbrias de taças lésbias entre os lábios E emoções dionisíacas nos olhos..29

 Como são luminosos seus jardins De alegres coloridos musicaisoflorido beiral dos tanques, debruados Der os as e aloés e anêmonasemirtos, Bebem pombas branquíssimase castas, E finalmente límpidas e trêmulas, Irisadas, joviais etransparentes, ságuas aromáticas, sorrindo, Tombam da boca austera dos tritões, Garganteandofurtivos ri torne los..Dentro a moldura em fogo das auroras, Pelas praias de opala e de ouro, antigas, Na maciezdasareias, em coréias, Bailam rondas sadias e sonoras·De adolescentes ederaparigas, Copiando ofriso das Panatenéias..aorla do mar, seguindo acurvaondeante Do velho cais esguio e deslumbrante, Quando o horizonte e o céu, em lusco-fusco, Somem na porcelana doso casos, Silhuetas fugitivas De lindas cortesãs de Agrigentoede Chipre, Como asonhar, olham, perdida mente, Avoltadas trirremes e das naves, Que lhes trazemo espírito do Oriente, Em pedra rias, lendas e perfumes..

 Então, ondulam no ar diáfano e fluente Suavidades idílicas, acordes e ave nas, comam usas e oca ri nas Que vêm de longe, da alma branca dos pastores, l razidaspelos ventos transmontanos Eespiritualizadasemsurdinas ..Terra que ouviu Platão antigamente ..Seu povo espiritual, lírico e generoso, Que sorri para o mundo e para os seus segredos, Não ouve mais o oráculo de Elêusis, Mas ama ainda, quase ingenuamente, A saudade gloriosa dos seus deuses, Nas canções ancestrais dos citaredos E nosepitalâmiosdonascente..\cus filhos amam todas as idéias, Na obra dos sábios e nas epopéias, Nas formas límpidas e nas obscuras, Procurando nas coisas entendê-las Fugas de sentimento e sutileza - as entendem na própria natureza, ( )uvindo Homero no rumor das ondas, Lendo Platão no brilho das estrelas ..c·uspoetas, homens fortes e serenos, azem uma arte régia, aguda e fina, omadoçura dos últimos helenos Estilizada em ênfase latina ..31

 E os velhos da cidade suaves poentes De radiantes retores e sofistas Passam olhando as coisas e as criatura som piedosos sorrisos indulgentes Em que longas renúncias otimistas Se vão abrindo entre ironias puras Sobre todos os sonhos do Universo ..Revendo-se num século submerso Meu pensamento sempre muito humano uma cidade grega decadente Do tempo de Luciano Que gloriosa e serena Sorrindo da palavra nazarena Foi desaparecendo lentamente No mais suave crepúsculo das coisas..

 FLORENÇA Manhã de outono ..Través a gaze fluida da neblina Teu panorama trêmulo hesitanteevai furtivamente desenhando Na alva doçura de uma renda fina ..Do florido balcão de San Mini ato Comonumcosmorama imaginário Vejo aos poucos despir-se o teu cenário Dentro de um sereníssimo aparato ..Em tons de madrepérola cambiante Ao reflexo de úm íris fugidio Sob o ar transparente e o céu macio Abre-se em luz a concha coloridaovaledo Arno ..Longe onde a névoa azul se dilui sobre as linhas Amáveis das colinas Em caprichosas curvas serpentinas De oliveiras em flor de olmeiros e de vinhas De pinheiros reais e amendoeiras tranqüilas Fiésole bucólica e galante Mostra numa expressão fresca de tintas O esmalte senhorial das suas vilas E o cromo pastoril das suas quintas Dentro dos bosques do Decameron ..33

 ., Surgem zimbóriosemmosaico, perfisdurrn earrogantes palácios gibclinos, Silhuetas de basílicas votivas, Torres morta se suaves perspectivas E o colei o longínquo dos teus muros Recortando a moldura azul dos Apeninos..Teus sinos cantam num prelúdio lento Aelegiadas horas imortais; Éacançãodoteu próprio sentimento Na voz sonâmbuladascatedrais..Eé, então, que transponho as tuas_portas Eouvindoas tuas ruínas pensativas Sinto-me emcorpoeespírito em Florença: A mais humana das cidades vivas, A mais divina das cidades mortas ..Florença, 6 meu retiro espiritual Suave vinheta dom eu pensamento Sempre te amei com o mesmo afeto humano Des que tu eras a comuna guelfa Idealista, rebeldeesanguinária, Até o dia Em que tua alma, flor litúrgica esombriaoespíritocristão, Fugindo do""Jardim das Escrituras"", Foi, para ver a luz de outras alturas, Sentar-seno""Banquete de Platão""

 Nobre e amável Florença Doce filha de Cristo e de Epicuro Flor de Volúpia e de Sabedoria Na tua alma de Vênus e Maria Há uma estranha harmonia ambígua, indescritível: A castidade melancólica dos lírios E a graça afrodisíaca das rosas; A mansuetude ingênua de Fra Angélico E a alegria picante de Bocácio Amo-te assim, indefinida e vária Castaeviciosa -gótica e pagã, Harmoniosa entre a Acrópole e o Calvário.ÓPátria sereníssima Das formas puras, das idéias claras; Das igrejas, das fontes, dos jardins; Dos mosaicos, das rendas, dos broca dos; Dos coloristas límpidos e meigos; Das almas furta-cor e da graça perversa: Da discreta estes ia dos requintes; Dos vícios raros, das per versões elegantes; Dos venenos sutis e dos punhais lascivos; Deliciosa no crime e na virtude, Onde a existência foi uma bela atitude Desensibilidadeedebom gosto Epassou pela História, assim, na ronda viva Mcditativa e brilhante>euma Fête Galante"" ., : .35

 Trago-tea minha gratidão latina, Porque foi no teu seio que se fezodaa ressurreição da Vida luminosa: Florença Florença A mais humana das cidades vivas Amais divina das cidade mortas .."
POEMA - LUZ MEDITERRÂNE - M;Raul de Leoni;"QUI VÉLICOHáhorasemqueminha alma sente e pensa Num tempo nobre que não maissavista Encarnada num príncipe humanista Sob o Lírio Vermelho de Florença.Vejo-aentão nessa histórica presença Harmoniosa e sutil sensual e egoísta Filha do idealismo epicurista Formada na moral da Renascença.Sinto-a assim flor amável do Helenismo Virtuose -restaurandoosvelhos mapas Do gênio antigo entre exegeta e artista.E ao mesmo tempo por diletantismo Intrigando a política dos papa soma perfídia elegante de um sofista ..37

 NOTURNOoparque antigo, a noite era afetuosa e mansa, Sob alendaencantada do luar..Os pinheiros pensavam coisas longas, Nas alturas dor mentes e desertas ..O aroma nupcial dos jasmins delirantes, Diluindo um cheiro acre de resinas, Espiritualizava e adormecia O ar meigo e silencioso..A ronda dos espíritos noturnos, Em medrosos rumores, Gemia entre os ciprestes e os loureiros..apenumbra dos bosques, o luar Entreabria clareiras encantadas, Pra te ando o verde malva das atadas E as doce s perspectivas dopo mar ..snascentes sonhavam em surdina, uma tonalidade cristalina, Monótonos murmurinhos, Gorgolejos de águas frescas...

 Sobre a areia de prata dos caminhos A sombra espiritual dos eucaliptos Bulindo ao sopro tímido da aragem Projetava ao luar desenhos indecisos Ágeis bailados leves de arabescos Farândolas de sombras fugitivas...Edas perdidas curvas das estradas De paragens distantes Como fantasmas de serenatas Ressonâncias sonâmbulas traziam A longa a pungentíssima saudade De cavai nas e mando li natas..Lembro-me bem quando em quando Entre as sebes escondidas Um insidioso grilo impertinente Roendo um som estridente Arranhava o silêncio..oparque antigo anoiteera afetuosa e mansa Sobalenda encantada do luar ..Eu era bem criança eápossuindo A sensibilidade evoca dor a De um poeta de símbolos profundos Solitário e comovidoominaretedosolarpaterno Com os pequeninos olhos deslumbrados Passeia noite inteira o olhar perdi doo azul sonoro o azul profundo o azul eterno Dos eternos espaços conste lados..39

 a primeira vez que eu contemplava o mundo, Que eu via face a face o mistério profundo Da fantasmagoria universal No prodígio da noite silenciosa.Era a primeira vez ..E foi aí, talvez, Que começou a história atormentada Da minha alma, curiosa dos abismos, Inquieta da existência e doente do Além..Filha da maldição do Arcanjo rebelado ..Sim, que foi nessa noite, não me engano, Noite que nunca mais esquecerei -Que -a alma ainda em crisálida, -velando Nominarete do solar paterno, Diante da noite azul -eu senti e pensei O meu primeiro sofrimento humano E o meu primeiro pensamento eterno ..Como fora do Tempo e além do Espaço, Ser sem princípio, espírito sem fim, Sofria toda a humanidade em mim, Nessa contemplação im ponderá velá nem ouvia o trêmulo compasso Das horas que fugiam pela noite, Que os olhos soltos pela imensidade, Numa melancolia deslumbrada, Imaginando coisas nunca ditas, Todo eu me eterizava e me perdia Naidéia das esferas infinitas, Na lenda universal das distâncias eternas..

 No parque antigo, a noite era afetuosa e mansa, Sob a lenda encantada do luar..Foi nessa noite antiga Que sedes encantou para a vertigem A suave virgindade do meuseráalua transmontavaascordilheiras..Cães ladravam ao longe, em sobressalto; Nopátiodasmansões, na granja das herda de s, O cântico dos galos estalava, Desoladora mente pelos ares, Acordando as distâncias esquecidas..Eentão, num silencioso desencanto, Eu fui adormecendo lentamente, Enquanto Pela fria flui dez azul does paço eterno Em reticências trêmulas, sorria A ironia longínqua das estrelas..41"
POEMA - HISTÓRIEUM LM;Raul de Leoni;"ADOLESCÊNCIA Eu era uma alma fácil em ac ia Claro e sereno espelho matinal Queapaisagem das coisas refletia Com alucidez cantante do cristal.Tendo os instintos por filosofia Era um ser mansa mente naturalmcujameiga ingenuidade havia Uma alegre intuição universal.Entretinham-me as ricas tessituras Das lendas de ouro cheias de horizontes Edeimaginaçõesmaravilhosas.Eu passava entre as coisas e as criaturas Simples como a água lírica das fontes Epurocomo o espírito das rosas..45

 MEFISTOEspírito flexível e elegante Ágil lascivo plástico difuso Entre as coisas humanas me conduzo Como um destro ginasta diletante.Comigo mesmo cínico e confuso Minha vida um sofisma espiral ante; Teço lógicastrêfegas e abusooequilíbrio na Dúvida flutuante.Bailarino dos círculos viciosos Faço jogos sutis de idéias no ar Entre saltos brilhantes e mortais Com a mesma petulância singular Dos grandes acrobatas audaciosos E dos malabaristas de punhais.."
POEMA - HISTÓRIEUM LM - IIIC;Raul de Leoni;"ONFUSÃOAlma estranha esta que abrigo Esta que o Acaso me deu Tem tantas almas consigo Que eu nem sei bem quem sou eu.Jamais na Vida consigo Ter de mim o queésó meu; Para supremo castigo Eu sou meu próprio Pro teu.De instante a instante a me olhar Sinto num pesar profundo A alma a mudar..a mudar ..Parece que estão assim Todas as almas do Mundo Lutando dentro de mim ..7

 IVSERENID DEFeriram-te alma simples eiludida.Sobre os teus lábios dóceisadesgraça Aos poucosesvaziouasuataça E sofrestes em trégua esemguarida.Entretantoàsurpresade quem passa Ainda esempreconservasparaa Vida A flor de um idealismo aingênuagraça De uma grande inocência distraída.A concha azul envolta na cilada Das algas más ferida entre os rochedos Rolou nas convulsões do mar profundo Masindaassimpoluídae atormentada Ocultando puríssimos segredos Guardaosonhodas pérolas no fundo."
POEMA - FELICID DE;Raul de Leoni;"POEMA - FELICID DE - I
Sombra do nosso Sonho ousado e vão De infinitas imagens irradias E, ndança da tua projeção, Quanto mais cresces, mais te distancias ..AAlmate vêàluzda posição Em que fica entre as coisas e entre os dias: Éssombraerefletindo-te, varias, Como todas assombras, pelo chão ..O Homem não te atingiunvida instável Porque te embaraçou na filigrana De um ideal metafísico e divino; E te busca na selva impraticável, Bela Adormecida da alma humana Trevo de quatro folhas do Destino . .51

 Basta saberes que és feliz e entãoáo serás na verdade muito menos: Na árvore amarga da Meditação A sombra é triste eosfrutostêmvenenos.Se és feliz e onãosabes tens na mão Omaior bem entre os mais bens terrenos E chegasteàsuprema aspiração Que deslumbra os filósofos serenos.Felicidade... Sombra que só vejo Longe do Pensamento e do Desejo Surdinando harmonias e sorrindo Nessa tranqüilidade distraída Que as almas simples sentem pela Vida Sem mesmo perceber que estão sentindo .."
POEMA - FELICID DE - C;Raul de Leoni;"REPUS CU LAR Poente no meu jardim...O olhar profundo Alongo sobre as árvores vazias Essas em cujo espírito infecundo Soluçam silenciosas agonias.Assim estéreis mansas e sombrias Sugerem à emoção com que as circundo Todas as dolorosas utopias De todos osfilósofosomundo.Sugerem...Se : sdestinos são vizinhos: Ambas não dando frutos abrem ninhos Ao viandante exânime que as olhe.Ninhos onde vencidas de fadiga A alma ingênua dos pássaros se abriga E a tristeza dos homens se recolhe ..53

 HISTÓRIA ANTIGA No meu grande otimismo de inocente, Eu nunca soube porque foi...um dia, Ela me olhou indiferentemente, Perguntei lhe porque era ..Não sabia ..Desde então, transformou-se, de repente A nossa intimidade correntia Em saudações de simples cortesia E a vida foi andando para a frente...Nunca mais nos falamos... vai distante ..Mas, quando a vejo, há sempre um vago instante Em que seu mudo olhar no meu repousa, E eu sinto, semnoentantocompreendê-la, Que ela tenta dizer-me qualquer coisa, Mas queétarde demais para dizê-la..

 RTISTPorumdestino acima do teu Ser, Tens que buscar nas coisas inconscientes Um sentido harmonioso, o alto prazer Que se esconde entre as formas aparentes.Sempre o achas, mas ao tê-lo em teu poder Nem no pões na tua alma, nem nos entes atua vida, e olevas, sem saber, Ao sonho de outras almas diferentes..Vives humilde e~ndao morrer ignoras O Ideal que achaste .. (Ingratidão das musas )Mas não faz mal, meu bômbix inocente: Fia na primavera, entre as amoras, A tua seda de ouro, que nem usas Mas que faz tanto bem a tanta gente..55

 INGRATIDÃO Nunca mais me esqueci ... Eu era criança E em meu velho quintal, ao sol-nascente, Plantei, com a minha mão ingênua e mansa, Uma linda amendoeira adolescente.Era a mais rútila e íntima esperança ...Cresceu... cresceu... e, aos poucos, suavemente, Pendeu os ramos sobre um muro em frente E foi frutificar na vizinhança ..Daí por diante, pela vida inteira, Todas as grandes árvores que em minhas Terras, num sonho esplêndido semeio, omoaquela magnífica amendoeira, Eflorescem nas chácaras vizinhas E vão dar frutos no pomar alheio ..

 TORRE MORTA DOO CASO Esguia torre ascética, esquecida Na bruma de um crepúsculo profundo És, no mais triste símbolo do mundo, A renúncia tristíssima da Vida Tua existência éumpensamento fundo Levantado na pedra adormecida: Bem sentes quanto é inútil e infecundo O esforço na vertigem da subida .Como és profética de longe ..quando, Na moldura dopo ente de ouro e rosa, Interpretando todos os destinos, Vais porto dos os ventos espalhando Tua filosofia dolorosa, Na balada sonâmbula dos sinos ...7

 MELANCOLIA Poente Estas horas que estão passando, surdamente, Nunca mais voltarão no tempo imaginário: ojardim solitário, Estão-se desfolhando, ingloriamente, Tantas rosas divinas, a sonhar; Rosas que poderiam debruar Leitos de fadas, em guirlandas luminosas, Emoldurar cabeças de poetas E que jamais florescerão ante os meus olhos ..Porque, então, Deixá-las, numa morte inútil e secreta Esfolharem-se, assim, anônimas e virgens, asombra do jardim Sobre a tarde serena?Ah se eu fosse colhê-las para mim ...ão vale a pena

 Poente Estas horas que estão passando, surdamente, Nunca mais voltarão no tempo imaginário Na sombra do meu ser profundo e solitário Tantas idéias límpidas, bailando, Estão dizendo coisas infinitas ..Idéias que seriam minha história, inhaimortalidade, minha glória, E que por certo eu nunca mais encontrarei ..Porque, então, Vê-las morrer, assim, sem voz, sem serem ditas? . ..Ahse eu as animasse em palavras eternas, Deu ma vida magnífica e serena ...Não vale a pena

 OPOET F LOUAfinal, tudo que há de mais nobre e mais puro Neste mundo de sombras e aparências Fui eu quem revelou ou concebeu..Fui a primeira luz neste planeta obscuro Fui a suprema voz de todas as consciências Fui o mais alto intérprete de Deus Dei alma à Natureza indiferente, Inteligência às coisas, sentimentos Às forças cegas e automáticas do Cosmos . .Acompanhei e dirigi os povosasua eterna migração para o Poente; Levantei os primeiros monumentos E os primeiros impérios milenários: Tecias grandes lendas tutelares, Despertei na memória das criaturas Asua antiga tradição divina, Criando as religiões, as fábulas, os mitos Para iludira dor universal; Abri os horizontes infinitos; Bebi o néctar das primeiras taças; Plasmei os altos símbolos humanos.Sutilizei o instintoeimagineio amor; Fui aforça ideal das civilizações Ogêniotransfiguradorda História Oespírito anônimo dos séculos E, harmonioso, profético, profundo, Passei humanizando as coisas pelo mundo, Para divinizar os homens sobre a Terra

 SÁTIRA Também nós, seres raros, de divinas Intenções e humaníssimas virtudes, Levando os nossos sonhos para a frente, -Com a nossa íntima luz desconhecida -Vamos fazendo quotidiana mente, Pelo mundo das almas pequeninas, Nossas Viagens de Gulliverna Vida.Lilliput em farândolas grotescas Os anõezinhos trêfegos, daninhos, Diabólicos fantoches hilariantes, Formigando nas estradas, Bailando pelos cami.nhos, Imaginam ridículas ciladas, Insidiosas e inúteis emboscadas, Ao passo distraído e imenso dos gigantes ...Eles passam...seu vulto enche os espaços, E toda Lilliput alvoroçada, -Simples despeito s de anão -Erguendo em gestos maus todos os braços, Deita im pro pé rios, maldições, ameaças, Mas eles vão e vêm e vêm e vão, um desprezo triunfal, Com essa tolerância azul das grandes raças, Tão ironicamente e mansa mente, Que os coitados pigmeus, não lhes tocando Sequer o calcanhar, contentam-se, afinal, Com pisar-lhes a sombra indiferente..61

 calúnia do anão, pisar as sombras ...Porque será, então, que tudo étãopequeno Nessa cidadezinha universal?As paisagens, as almas, o ideal, As figuras, a vida, os sentimentos? ""Eassim pensando, com piedade e com doçura, Os gigantes, de espírito sereno, Vão passando: sorrindo, e repassando Por essa humanidade em miniatura..Sim, porque é mesmo assim e sempre foi assim: Quem vai pelo mistério das estradas, Rumo ao país dos deuses e das fadas, Por mais que evite ou que lute, Tem de sempre passar por Lilliput, Nessas""Viagens de Gulliver""da Vida.

 HORCINZENTADesce um longo poente de elegia Sobre as mansas paisagens resignadas; Uma humaníssima melancolia Embalsamas distâncias desoladas..Longe num sino antigo a Ave-Maria Abençoa a alma ingênua das estradas; Andam surdina s de anjos e de fadasapenumbra nostálgica macia ..Espiritual idades comoventes Sobem da terra triste em reticência Pela tarde sonâmbulaimprecisa ..Os sentidos se esfumam a alma é essência E entre fugas de sombras transcendentes O Pensamento se volatiliza..63

 PRUDÊNCINãoaprofundes nunca, nem pesquises O segredo das almas que procuras: Elas guardam surpresas infelizes A quem lhes desce às convulsões obscuras.Contenta-se com amá-las, se as bendizes, Sete parecem límpidas e puras, Pois se, às vezes, nos frutos há doçuras, ásempreumgosto amargo nas raízes ..Trata-as assim, como se fossem rosas, Mas não despertes o sabor selvagem Que lhes dorme nas pétalas tranqüilas, Lembra-te dessas flores venenosas As abelhas cortejam de passagem, Mas não ousam prová-las nem feri-las ...

 AOS QUESONH MNãose pode sonhar impunemente Um grande sonho pelo mundo afora, Porque o veneno humano não demora Em corrompê-lonaíntima semente ..Olhando no alto a árvore excelente, Que os frutos de ouro esplêndidos enflora, O Sonhador não vê, e até ignora A cilada rasteira da Serpente.Queres sonhar? Defend~-te em segredo, E lembra, a cada instante e a cada dia, O que sempre acontece e aconteceu: Prometeu e o abutre no rochedo, O Calvário do Filho de Maria E a cicuta que Sócrates bebeu

 PU ORQuando fores sentindo que o fulgor Do teu Ser se corrompe e a adolescência Do teu gênio desmaia e perde a cor, Entre penumbras em deliqüescência, Faze a tua sagrada penitência, Fecha-te num silêncio superior, Mas não mostres atua decadência Aomun oqueassistiu teu esplendor Foge de tudo para o teu nadir Poupa ao prazer dos homens o teu drama Queémesmo triste para os olhos ver E assistir, sobre o mesmo panorama, A alegoria matinal subir E a ronda dos crepúsculos descer..

 UNID DE Deitando os olhos sobre a perspectiva Das coisas surpreendo em cada qual Uma simples imagem fugitivaainfinitaharmonia universal.Uma revelação vaga e parcial De tudo existe em cada coisa viva: Na corrente do Bem ou nado Mal Tudo tem uma vida evocativa.Nada é inútil; dos homens aos insetos Vão-seestendendo todos os aspectos Que a idéia da existência pode ter; E o que deslumbra o olhar é perceber Em todos esses seres incompletos A completa noção de um mesmo ser ..67

 LEGENDADOSDI SOHomemdesperta e sai cada alvorada Para o acaso das coisas... e, às aí da, Leva uma crença vaga, indefinida, De achar Ideal nalguma encruzilhada ..shorasmorremsobre as horas... Nada Eao Poente, o Homem com a sombra recolhida, Volta, pensando: ""Se o Ideal da Vida Não veio hoje, virá na outra jornada .. ""Ontem hoje, amanhã, depois, e, assim, Mais ele avança, mais distante é o fim, Mais se afasta o horizonte pela esfera; E a Vida passa... efêmera e vazia: Um adiamento eterno que se espera, Numa eterna esperança que se adia..

 NST NTOGlória ao Instinto, alógicafatal Das coisas, lei eterna da criação, Mais sábia que o ascetismo de Pascal, Mais bela do que o sonho de Platão Pura sabedoria natural Que move os seres pelo coração, Dentro da formidável ilusão, Da fantasmagoria universal És a minha verdade, e a ti entrego, Ao teu sereno fatalismo cego A minha linda e trágica inocência soberano intérprete de tudo, Invencível Édipo, eterno e mudoetodas as esfinges da Existência ...9

 PL TÔNICO As idéias são seres superiores-Almas recônditas de sensitivas-Cheiasde intimidades fugitivas De escrúpulos melindre se pudores.Por onde andares eporonde fores Cuidado com essas flores pensativas Que têm pólen perfume órgãos e cores Esofremmais que as outras coisas vivas.Colhe-asnsolidão... são obras-primas Que vieram de outros tempos e outros climas Para os jardins de tua alma que transponho Para com elas teceres na subida A coroa votiva do teu Sonho E alegendaimperialda tua Vida."
POEMA - FELICID DE - IM;Raul de Leoni;"AGINAÇÃOScherazadadoespírito, que rendas um fio ideal de verossimilhança O Símbolo e a Ilusão, únicas prendas Que nos vieram dos deuses como herança Transformando em alhambras nossas tendas, atua voz o nosso olhar alcanças Mil e uma Noites da Esperança E a esfera azul dos sonhos e das lendas Quando o despe to da Realidade Nos fere, és quem de novo nos persuade, Com teu consolo que nem sempre engana.Porque, na tua esplêndida eloqüência, Éso sexto sentido da Existência E a memória divina da alma humana

 SINCERIDADE Homem que pensas e que dizes o que pensas Se queres que entre os homens e entre as coisas Tuas idéias vivam pelo mundo Crê bem nelas primeiro, sofre-asbem, Faze com que elas vivam na tua alma, Na mais sincera intimidade do teu Será idéias que na vida cultivamos, Pela volúpia inútil de pensar, Pela simples beleza, pela graça Floral, pelo prazer que elas nos dão ..Por esse estado de ilusão chinesa Em que nos adormecem a consciência: Aquarelas efêmeras do espírito, Paisagens meigas da imaginação, Idéias lindas que não criam nada Elas passam, radiantes, coloridas, Na flutuação superficial do Pensamento; Sim, são plantas aquáticas, nelumbos De ouro equatorial, ninféias encantadas Pela prata dos luares sedativos, Leves vegetações de tintas luminosas, Sonhos das águas trêmulas que passam-Raízes a boiar no espelho das correntes, -Com músicas de cores pelas plumas, Vaidades femininas pelas palmas, Mas sem um grão de vida, sem um fruto, Nessa esterilidade deslumbrante ..

 As idéias que criam as idéias Vivas que elevam religiões e impérios Gênios e heróis e mártires e santos; As idéias orgânicas e eternas Que dão nomes aos séculos destinos Às raças glória aos homens força à Vida Que nutrem almas e orientam povos Fecundam gerações e geram deuses E que semeiam civilizações Essas terão que vir da nossa fonte humana Deitando profundíssimas raízesogeneroso espírito em que nasçam: Terão que ser humanas quer dizer Ser a nossa energia e a nossa fé Ser sementes recônditas ser dores Sentimentos paixões e quase instintos Ser vozes dos abismos transcendentes Da consciência profunda... ser nós mesmos ..Porque as árvores mais fecundas são aquelas Que mais fundas estão nas entranhas doso lo E mais fazem sofrer o coração da Terra ..73

 ÁRVOREDEN T LTarde Estou muito triste, triste assim De uma tristeza imóvel e vazia ..E \lma ronda de crianças esfuzia Na aquarela chinesa do jardim ..Aos poucos a farândolaleviana Chega-se a mim, cerca-me ousada mente: Inquietas larvazinhasde alma humana, Misteriosos destinos em semente, Vêm parar a meus pés depois -meigas violetas, Sob a sombra de uma árvore doente.ão tenho nada para dar-lhes, sou Como um pinheiro contemplativo, Cujos ramos dolentes não têm frutos Que há muito um vento cruel os arrancou..Mas elas pedem qualquer coisa e eu me comovo.Eu tenho tanta pena das crianças Elas são todo o mundo a começar de novo Para as mesmas incertas caminhadas, Para o mistério das encruzilhadas; São toda a Humanidade que renasce, Ingênua, simples e maravilhada, Como a primeira vez que apareceu.

 E, entãoissoédossantos edossábios)Penduro na tristeza dos meus lábios Coisas alegres que não são minhas; Fábulas mansas, contos de fadas, Histórias de anjos e rainhas Eu ma porção de coisas encantadas, Que vou distribuindo pelo bando..Eàtardequese vai lentamente apagando Na aquarela chinesa do jardim, Semeando alegrias e esperanças-Minhatristeza éassimumapiedosaelindaÁrvorede Natal entre as crianças..75

 FORÇA MALDITA Eras fraco e feliz, sem meditar, Ena tua consciência vaga e obscura, A vida, sob um luar de iluminura, Era um conto de fadas para o olhar.Um dia, um rude e pérfido avatar Vestiu-te de uma força ingrata e impura E sonhaste a ciclópica aventura De o espírito das coisas penetrar.Mas, ah homem ingênuo, desde quando Deste o primeiro passo da escalada, Foste, como um tristíssimo Sansão, Na fúria da tua obra desgraçada, Estremecendo, aluindo, derrubando As colunas do Templo da Ilusão ."
